settlement,region_kingdom,capital,settlement_population,settlement_economy,rumored_treasure_value,demographic_breakdown,average_age,most_likely_cause_of_death,government_type,class_density,tax_rate,exports,imports,ruler,military,magic_academy,languages,religions,region_population,region_economy,area,average_temperature,annual_rainfall,magical_climate,dragon_sightings,sources,exports_json,imports_json,demographic_breakdown_json,class_density_json
Gorthin,Cormyr,Suzail,5691,1004261,1028,"{'humans': 5093, 'halflings': 170, 'dwarves': 170, 'half-elves': 108, 'elves': 56}",49,Assassination,['Democracy'],"{'Aristocratic': 2, 'Wealthy': 73, 'Comfortable': 403, 'Modest': 1126, 'Poor': 1977, 'Squalid': 1120, 'Wretched': 392}",12,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,65.4,48.1,53,1,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 5093.0, ""halflings"": 170.0, ""dwarves"": 170.0, ""half-elves"": 108.0, ""elves"": 56.0}","{""Aristocratic"": 2.0, ""Wealthy"": 73.0, ""Comfortable"": 403.0, ""Modest"": 1126.0, ""Poor"": 1977.0, ""Squalid"": 1120.0, ""Wretched"": 392.0}"
Gray Oaks,Cormyr,Suzail,96,9709,9,"{'humans': 86, 'halflings': 2, 'dwarves': 2, 'half-elves': 1, 'elves': 0}",47,Accidental falls,['Magocracy'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 5, 'Modest': 8, 'Poor': 32, 'Squalid': 22, 'Wretched': 0}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,54,32.3,68,0,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 86.0, ""halflings"": 2.0, ""dwarves"": 2.0, ""half-elves"": 1.0, ""elves"": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 5.0, ""Modest"": 8.0, ""Poor"": 32.0, ""Squalid"": 22.0, ""Wretched"": 0.0}"
Halfhap,Cormyr,Suzail,2251,429349,431,"{'humans': 1967, 'halflings': 67, 'dwarves': 69, 'half-elves': 47, 'elves': 22}",45,Bandit attacks,['Matriarchy'],"{'Aristocratic': 0, 'Wealthy': 31, 'Comfortable': 177, 'Modest': 500, 'Poor': 718, 'Squalid': 547, 'Wretched': 101}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,59.5,37.2,79,0,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 1967.0, ""halflings"": 67.0, ""dwarves"": 69.0, ""half-elves"": 47.0, ""elves"": 22.0}","{""Aristocratic"": 0.0, ""Wealthy"": 31.0, ""Comfortable"": 177.0, ""Modest"": 500.0, ""Poor"": 718.0, ""Squalid"": 547.0, ""Wretched"": 101.0}"
High Horn,Cormyr,Suzail,390,49056,49,"{'humans': 341, 'halflings': 11, 'dwarves': 11, 'half-elves': 7, 'elves': 3}",48,Magic mishaps,['Satrapy'],"{'Aristocratic': 0, 'Wealthy': 2, 'Comfortable': 16, 'Modest': 58, 'Poor': 127, 'Squalid': 110, 'Wretched': 4}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,61,38.1,78,1,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 341.0, ""halflings"": 11.0, ""dwarves"": 11.0, ""half-elves"": 7.0, ""elves"": 3.0}","{""Aristocratic"": 0.0, ""Wealthy"": 2.0, ""Comfortable"": 16.0, ""Modest"": 58.0, ""Poor"": 127.0, ""Squalid"": 110.0, ""Wretched"": 4.0}"
Hillmarch,Cormyr,Suzail,5512,959220,969,"{'humans': 4800, 'halflings': 159, 'dwarves': 159, 'half-elves': 110, 'elves': 55}",52,Exposure to the elements,['Bureaucracy'],"{'Aristocratic': 0, 'Wealthy': 82, 'Comfortable': 362, 'Modest': 1100, 'Poor': 1715, 'Squalid': 1330, 'Wretched': 404}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,53.7,32.1,70,1,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 4800.0, ""halflings"": 159.0, ""dwarves"": 159.0, ""half-elves"": 110.0, ""elves"": 55.0}","{""Aristocratic"": 0.0, ""Wealthy"": 82.0, ""Comfortable"": 362.0, ""Modest"": 1100.0, ""Poor"": 1715.0, ""Squalid"": 1330.0, ""Wretched"": 404.0}"
Hilp,Cormyr,Suzail,258,31244,31,"{'humans': 235, 'halflings': 7, 'dwarves': 7, 'half-elves': 4, 'elves': 2}",49,Exposure to the elements,['Democracy'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 13, 'Modest': 37, 'Poor': 88, 'Squalid': 50, 'Wretched': 3}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,65.9,35.3,61,1,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 235.0, ""halflings"": 7.0, ""dwarves"": 7.0, ""half-elves"": 4.0, ""elves"": 2.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 13.0, ""Modest"": 37.0, ""Poor"": 88.0, ""Squalid"": 50.0, ""Wretched"": 3.0}"
Hultail,Cormyr,Suzail,94,11497,11,"{'humans': 83, 'halflings': 2, 'dwarves': 2, 'half-elves': 1, 'elves': 0}",43,Starvation,['Hierarchy'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 6, 'Modest': 11, 'Poor': 32, 'Squalid': 21, 'Wretched': 0}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,67.2,38.8,52,0,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 83.0, ""halflings"": 2.0, ""dwarves"": 2.0, ""half-elves"": 1.0, ""elves"": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 6.0, ""Modest"": 11.0, ""Poor"": 32.0, ""Squalid"": 21.0, ""Wretched"": 0.0}"
Immersea,Cormyr,Suzail,1114,174324,174,"{'humans': 1015, 'halflings': 32, 'dwarves': 33, 'half-elves': 22, 'elves': 11}",53,Assassination,['Militocracy'],"{'Aristocratic': 0, 'Wealthy': 17, 'Comfortable': 88, 'Modest': 134, 'Poor': 350, 'Squalid': 296, 'Wretched': 49}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,61.6,34.5,75,0,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 1015.0, ""halflings"": 32.0, ""dwarves"": 33.0, ""half-elves"": 22.0, ""elves"": 11.0}","{""Aristocratic"": 0.0, ""Wealthy"": 17.0, ""Comfortable"": 88.0, ""Modest"": 134.0, ""Poor"": 350.0, ""Squalid"": 296.0, ""Wretched"": 49.0}"
Juniril,Cormyr,Suzail,8874,1324950,1345,"{'humans': 7933, 'halflings': 257, 'dwarves': 257, 'half-elves': 177, 'elves': 88}",49,Bandit attacks,['Monarchy'],"{'Aristocratic': 0, 'Wealthy': 110, 'Comfortable': 707, 'Modest': 965, 'Poor': 3082, 'Squalid': 1946, 'Wretched': 327}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,62.5,47.8,71,0,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 7933.0, ""halflings"": 257.0, ""dwarves"": 257.0, ""half-elves"": 177.0, ""elves"": 88.0}","{""Aristocratic"": 0.0, ""Wealthy"": 110.0, ""Comfortable"": 707.0, ""Modest"": 965.0, ""Poor"": 3082.0, ""Squalid"": 1946.0, ""Wretched"": 327.0}"
Kallamarn,Cormyr,Suzail,6922,1215669,1233,"{'humans': 6022, 'halflings': 200, 'dwarves': 207, 'half-elves': 138, 'elves': 69}",46,Bandit attacks,['Matriarchy'],"{'Aristocratic': 0, 'Wealthy': 99, 'Comfortable': 541, 'Modest': 1225, 'Poor': 2159, 'Squalid': 1958, 'Wretched': 476}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,69.1,37.6,77,1,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 6022.0, ""halflings"": 200.0, ""dwarves"": 207.0, ""half-elves"": 138.0, ""elves"": 69.0}","{""Aristocratic"": 0.0, ""Wealthy"": 99.0, ""Comfortable"": 541.0, ""Modest"": 1225.0, ""Poor"": 2159.0, ""Squalid"": 1958.0, ""Wretched"": 476.0}"
Kirinwood,Cormyr,Suzail,5633,1049630,1075,"{'humans': 4951, 'halflings': 168, 'dwarves': 168, 'half-elves': 112, 'elves': 56}",51,Old age,['Confederacy'],"{'Aristocratic': 2, 'Wealthy': 82, 'Comfortable': 417, 'Modest': 1237, 'Poor': 1747, 'Squalid': 1073, 'Wretched': 345}",3,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,64.8,35.3,77,1,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 4951.0, ""halflings"": 168.0, ""dwarves"": 168.0, ""half-elves"": 112.0, ""elves"": 56.0}","{""Aristocratic"": 2.0, ""Wealthy"": 82.0, ""Comfortable"": 417.0, ""Modest"": 1237.0, ""Poor"": 1747.0, ""Squalid"": 1073.0, ""Wretched"": 345.0}"
Knightswood,Cormyr,Suzail,5378,876328,890,"{'humans': 4732, 'halflings': 155, 'dwarves': 155, 'half-elves': 107, 'elves': 53}",51,Work-related accidents,['Autocracy'],"{'Aristocratic': 1, 'Wealthy': 55, 'Comfortable': 349, 'Modest': 1002, 'Poor': 1745, 'Squalid': 1219, 'Wretched': 309}",2,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,51.1,40.1,84,1,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 4732.0, ""halflings"": 155.0, ""dwarves"": 155.0, ""half-elves"": 107.0, ""elves"": 53.0}","{""Aristocratic"": 1.0, ""Wealthy"": 55.0, ""Comfortable"": 349.0, ""Modest"": 1002.0, ""Poor"": 1745.0, ""Squalid"": 1219.0, ""Wretched"": 309.0}"
Marsark’s Grove,Cormyr,Suzail,2549,395988,398,"{'humans': 2278, 'halflings': 73, 'dwarves': 73, 'half-elves': 50, 'elves': 25}",52,Disease,['Meritocracy'],"{'Aristocratic': 0, 'Wealthy': 50, 'Comfortable': 180, 'Modest': 297, 'Poor': 842, 'Squalid': 595, 'Wretched': 138}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,47.7,41.1,62,1,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 2278.0, ""halflings"": 73.0, ""dwarves"": 73.0, ""half-elves"": 50.0, ""elves"": 25.0}","{""Aristocratic"": 0.0, ""Wealthy"": 50.0, ""Comfortable"": 180.0, ""Modest"": 297.0, ""Poor"": 842.0, ""Squalid"": 595.0, ""Wretched"": 138.0}"
Marsember,Cormyr,Suzail,3477,625208,628,"{'humans': 3049, 'halflings': 104, 'dwarves': 107, 'half-elves': 69, 'elves': 34}",52,Dueling accidents,['Democracy'],"{'Aristocratic': 0, 'Wealthy': 43, 'Comfortable': 273, 'Modest': 711, 'Poor': 1074, 'Squalid': 691, 'Wretched': 142}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,46,47.3,80,0,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 3049.0, ""halflings"": 104.0, ""dwarves"": 107.0, ""half-elves"": 69.0, ""elves"": 34.0}","{""Aristocratic"": 0.0, ""Wealthy"": 43.0, ""Comfortable"": 273.0, ""Modest"": 711.0, ""Poor"": 1074.0, ""Squalid"": 691.0, ""Wretched"": 142.0}"
Minroe,Cormyr,Suzail,509,59568,59,"{'humans': 463, 'halflings': 15, 'dwarves': 14, 'half-elves': 10, 'elves': 5}",53,Wildlife attacks,['Monarchy'],"{'Aristocratic': 0, 'Wealthy': 2, 'Comfortable': 24, 'Modest': 63, 'Poor': 155, 'Squalid': 132, 'Wretched': 7}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,66,48.5,69,0,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 463.0, ""halflings"": 15.0, ""dwarves"": 14.0, ""half-elves"": 10.0, ""elves"": 5.0}","{""Aristocratic"": 0.0, ""Wealthy"": 2.0, ""Comfortable"": 24.0, ""Modest"": 63.0, ""Poor"": 155.0, ""Squalid"": 132.0, ""Wretched"": 7.0}"
Monksblade,Cormyr,Suzail,314,37449,37,"{'humans': 286, 'halflings': 9, 'dwarves': 8, 'half-elves': 6, 'elves': 3}",51,Disease,['Feudalism'],"{'Aristocratic': 0, 'Wealthy': 1, 'Comfortable': 17, 'Modest': 36, 'Poor': 99, 'Squalid': 88, 'Wretched': 3}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,69.3,42.7,62,1,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 286.0, ""halflings"": 9.0, ""dwarves"": 8.0, ""half-elves"": 6.0, ""elves"": 3.0}","{""Aristocratic"": 0.0, ""Wealthy"": 1.0, ""Comfortable"": 17.0, ""Modest"": 36.0, ""Poor"": 99.0, ""Squalid"": 88.0, ""Wretched"": 3.0}"
Moonever,Cormyr,Suzail,824,115121,115,"{'humans': 749, 'halflings': 23, 'dwarves': 25, 'half-elves': 15, 'elves': 8}",51,Bandit attacks,['Meritocracy'],"{'Aristocratic': 0, 'Wealthy': 5, 'Comfortable': 35, 'Modest': 160, 'Poor': 248, 'Squalid': 158, 'Wretched': 14}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,67.9,42.9,59,1,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 749.0, ""halflings"": 23.0, ""dwarves"": 25.0, ""half-elves"": 15.0, ""elves"": 8.0}","{""Aristocratic"": 0.0, ""Wealthy"": 5.0, ""Comfortable"": 35.0, ""Modest"": 160.0, ""Poor"": 248.0, ""Squalid"": 158.0, ""Wretched"": 14.0}"
Mouth O’ Gargoyles,Cormyr,Suzail,463,43690,43,"{'humans': 407, 'halflings': 13, 'dwarves': 13, 'half-elves': 8, 'elves': 4}",46,Bandit attacks,['Kleptocracy'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 20, 'Modest': 41, 'Poor': 157, 'Squalid': 73, 'Wretched': 6}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,66.8,38.2,85,1,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 407.0, ""halflings"": 13.0, ""dwarves"": 13.0, ""half-elves"": 8.0, ""elves"": 4.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 20.0, ""Modest"": 41.0, ""Poor"": 157.0, ""Squalid"": 73.0, ""Wretched"": 6.0}"
Nesmyth,Cormyr,Suzail,530,67853,67,"{'humans': 482, 'halflings': 15, 'dwarves': 15, 'half-elves': 10, 'elves': 5}",52,Assassination,['Bureaucracy'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 23, 'Modest': 92, 'Poor': 165, 'Squalid': 149, 'Wretched': 5}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,64.4,46.8,63,1,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 482.0, ""halflings"": 15.0, ""dwarves"": 15.0, ""half-elves"": 10.0, ""elves"": 5.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 23.0, ""Modest"": 92.0, ""Poor"": 165.0, ""Squalid"": 149.0, ""Wretched"": 5.0}"
Ongul’s Water,Cormyr,Suzail,550,76796,76,"{'humans': 501, 'halflings': 16, 'dwarves': 15, 'half-elves': 10, 'elves': 5}",52,Poison,['Hierarchy'],"{'Aristocratic': 0, 'Wealthy': 1, 'Comfortable': 34, 'Modest': 88, 'Poor': 189, 'Squalid': 126, 'Wretched': 10}",0,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]",,"{'purple_dragons': 12000, 'war_wizards_of_cormyr': 200}",None,"['Chondathan', 'Common', 'Elven']","['Chauntea', 'Deneir', 'Helm', 'Lathander', 'Lliira', 'Oghma', 'Malar', 'Milie', 'Selûne', 'Silvanus', 'Tempus', 'Tymora', 'Waukeen']",1328229,175644,,68.9,34.1,81,2,,"[""['armor'"", ""'carved ivory'"", ""'cloth'"", ""'coal'"", ""'food'"", ""'swords'"", ""'timber']""]","[""['glass'"", ""'ivory'"", ""'spices']""]","{""humans"": 501.0, ""halflings"": 16.0, ""dwarves"": 15.0, ""half-elves"": 10.0, ""elves"": 5.0}","{""Aristocratic"": 0.0, ""Wealthy"": 1.0, ""Comfortable"": 34.0, ""Modest"": 88.0, ""Poor"": 189.0, ""Squalid"": 126.0, ""Wretched"": 10.0}"
