settlement,region_kingdom,capital,settlement_population,settlement_economy,rumored_treasure_value,demographic_breakdown,average_age,most_likely_cause_of_death,government_type,class_density,tax_rate,exports,imports,ruler,military,magic_academy,languages,religions,region_population,region_economy,area,average_temperature,annual_rainfall,magical_climate,dragon_sightings,sources,canon_status,source_confidence,hidden_economy,trade_balance,risk_index,geo_lat,geo_lon
Calimshan Settlement 0173,Calimshan,Memnon,1283,3005419,172419,"{""humans"": 1058, ""elves"": 64, ""dwarves"": 59, ""halflings"": 33, ""half-orcs"": 66, ""misc."": 3}",38,old age,"[""Theocracy""]","{""poor"": 0.653, ""middle"": 0.2563, ""wealthy"": 0.0858, ""aristocrat"": 0.0049}",16,"[[""books"", ""grain"", ""salt"", ""weapons"", ""wine""]]","[[""coal""]]",Ruler CAL-211,professional guard,arcanum,Orc,"Chauntea, Mystra, Selune",104596,622107818,328.86,77.7,14.2,9,0,synthetic generator v3,synthetic,0.5,3240249,4,44.3,21.5775,-63.51416
Tethyr Settlement 0174,Tethyr,Darromar,5661,29334764,790761,"{""humans"": 4510, ""elves"": 118, ""dwarves"": 216, ""halflings"": 498, ""half-orcs"": 316, ""misc."": 3}",178,famine,"[""Merchant Council""]","{""poor"": 0.4885, ""middle"": 0.381, ""wealthy"": 0.0242, ""aristocrat"": 0.1063}",15,"[[""cloth"", ""horses""]]","[[""coal"", ""glass"", ""magic items"", ""ore"", ""silk""]]",Ruler TET-420,mercenary heavy,local academy,"Elvish, Halfling, Orc",Tempus,94697,355319062,292.46,63.1,65.7,2,0,synthetic generator v3,derived,0.74,37875242,-3,19.0,5.5974,-30.0731
Tethyr Settlement 0175,Tethyr,Darromar,2640,5790368,33302,"{""humans"": 2025, ""elves"": 91, ""dwarves"": 291, ""halflings"": 126, ""half-orcs"": 104, ""misc."": 3}",162,arcane mishap,"[""Dictatorship""]","{""poor"": 0.601, ""middle"": 0.3212, ""wealthy"": 0.0733, ""aristocrat"": 0.0045}",0,"[[""horses""]]","[[""coal"", ""mercenaries"", ""ore""]]",Ruler TET-605,naval patrol,arcanum,"Draconic, Elvish, Halfling","Chauntea, Lathander, Tempus",94697,355319062,106.98,62.7,80.0,1,0,synthetic generator v3,derived,0.6,4913451,-2,3.5,23.88683,-18.9863
Neverwinter Settlement 0176,Neverwinter,Neverwinter,5450,23998882,221192,"{""humans"": 3803, ""elves"": 553, ""dwarves"": 424, ""halflings"": 408, ""half-orcs"": 259, ""misc."": 3}",98,war,"[""Patriarchy""]","{""poor"": 0.5494, ""middle"": 0.3327, ""wealthy"": 0.0409, ""aristocrat"": 0.077}",7,"[[""gems"", ""salt"", ""timber""]]","[[""jewelry"", ""magic items"", ""mercenaries"", ""parchment"", ""silk""]]",Ruler NEV-885,naval patrol,arcanum,"Common, Draconic","Chauntea, Mystra, Selune",41958,200003469,455.38,44.3,44.7,10,0,synthetic generator v3,derived,0.7,24631474,-2,40.6,37.12459,-42.62456
Cormyr Settlement 0177,Cormyr,Suzail,2572,16355049,534915,"{""humans"": 1926, ""elves"": 104, ""dwarves"": 227, ""halflings"": 245, ""half-orcs"": 67, ""misc."": 3}",33,crime,"[""Merchant Council""]","{""poor"": 0.5048, ""middle"": 0.3148, ""wealthy"": 0.0488, ""aristocrat"": 0.1316}",0,"[[""gems""]]","[[""glass"", ""parchment"", ""silk""]]",Ruler COR-269,small militia,arcanum,Halfling,Selune,128212,529868877,200.17,56.1,40.7,6,0,synthetic generator v3,synthetic,0.64,16911223,-2,21.0,22.60258,-2.86862
Neverwinter Settlement 0178,Neverwinter,Neverwinter,1028,6481560,117421,"{""humans"": 811, ""elves"": 23, ""dwarves"": 77, ""halflings"": 68, ""half-orcs"": 45, ""misc."": 4}",30,monster attack,"[""Dictatorship""]","{""poor"": 0.5932, ""middle"": 0.2145, ""wealthy"": 0.0529, ""aristocrat"": 0.1394}",0,"[[""books"", ""timber"", ""wine""]]","[[""coal"", ""jewelry"", ""mercenaries"", ""silk""]]",Ruler NEV-296,mercenary heavy,None,"Draconic, Halfling, Orc","Selune, Tempus",41958,200003469,457.66,52.6,32.9,3,0,synthetic generator v3,derived,0.71,8520405,-1,10.5,62.89353,-35.68763
Sembia Settlement 0179,Sembia,Selgaunt,962,5049951,277633,"{""humans"": 704, ""elves"": 100, ""dwarves"": 75, ""halflings"": 69, ""half-orcs"": 12, ""misc."": 2}",78,famine,"[""Theocracy""]","{""poor"": 0.6115, ""middle"": 0.2245, ""wealthy"": 0.0566, ""aristocrat"": 0.1074}",7,"[[""books"", ""weapons"", ""wine""]]","[[""glass"", ""jewelry"", ""magic items"", ""parchment""]]",Ruler SEM-601,naval patrol,None,"Dwarvish, Elvish",Selune,115850,569433233,508.22,50.2,38.6,5,0,synthetic generator v3,derived,0.73,5375292,-1,23.1,45.06951,39.75026
Cormyr Settlement 0180,Cormyr,Suzail,12947,57858178,2954675,"{""humans"": 10869, ""elves"": 599, ""dwarves"": 1016, ""halflings"": 317, ""half-orcs"": 144, ""misc."": 2}",118,arcane mishap,"[""Confederacy""]","{""poor"": 0.5692, ""middle"": 0.2895, ""wealthy"": 0.0694, ""aristocrat"": 0.0719}",0,"[[""cloth"", ""fish"", ""gems""]]","[[""magic items"", ""mercenaries""]]",Ruler COR-95,professional guard,local academy,"Draconic, Orc",Tempus,128212,529868877,301.86,63.0,68.9,10,0,synthetic generator v3,synthetic,0.54,70896302,1,35.0,19.00466,10.29787
Calimshan Settlement 0181,Calimshan,Memnon,2274,9676844,685951,"{""humans"": 1537, ""elves"": 268, ""dwarves"": 139, ""halflings"": 209, ""half-orcs"": 119, ""misc."": 2}",160,crime,"[""Democracy""]","{""poor"": 0.6818, ""middle"": 0.2175, ""wealthy"": 0.0211, ""aristocrat"": 0.0796}",11,"[[""horses""]]","[[""jewelry"", ""mercenaries"", ""parchment""]]",Ruler CAL-116,naval patrol,local academy,"Common, Dwarvish","Mystra, Selune",104596,622107818,528.08,76.6,43.0,9,0,synthetic generator v3,synthetic,0.68,9914095,-2,40.3,8.6929,-50.14535
Cormyr Settlement 0182,Cormyr,Suzail,691,1376882,10410,"{""humans"": 509, ""elves"": 57, ""dwarves"": 23, ""halflings"": 60, ""half-orcs"": 40, ""misc."": 2}",105,arcane mishap,"[""Merchant Council""]","{""poor"": 0.6386, ""middle"": 0.3195, ""wealthy"": 0.037, ""aristocrat"": 0.0049}",17,"[[""books"", ""grain"", ""horses""]]","[[""glass"", ""jewelry"", ""parchment"", ""silk""]]",Ruler COR-255,naval patrol,guilds,"Draconic, Dwarvish, Halfling","Mystra, Torm, Tyr",128212,529868877,399.89,59.9,63.2,0,0,synthetic generator v3,synthetic,0.63,1604924,-1,13.6,38.45701,3.73082
Waterdeep Settlement 0183,Waterdeep,Waterdeep,531,2207876,134004,"{""humans"": 421, ""elves"": 54, ""dwarves"": 16, ""halflings"": 11, ""half-orcs"": 26, ""misc."": 3}",87,arcane mishap,"[""Dictatorship""]","{""poor"": 0.6861, ""middle"": 0.2032, ""wealthy"": 0.047, ""aristocrat"": 0.0637}",0,"[[""weapons""]]","[[""mercenaries"", ""parchment""]]",Ruler WAT-389,professional guard,local academy,Elvish,"Chauntea, Selune, Tempus",111501,517924535,495.73,57.8,59.7,0,2,synthetic generator v3,derived,0.85,2447113,-1,1.8,32.5344,-13.3436
Calimshan Settlement 0184,Calimshan,Memnon,21691,251929518,1292834,"{""humans"": 16182, ""elves"": 2128, ""dwarves"": 1262, ""halflings"": 1336, ""half-orcs"": 781, ""misc."": 2}",35,disease,"[""Theocracy""]","{""poor"": 0.4653, ""middle"": 0.2221, ""wealthy"": 0.0212, ""aristocrat"": 0.2914}",5,"[[""armor"", ""grain"", ""salt"", ""timber"", ""weapons""]]","[[""coal"", ""magic items"", ""spices""]]",Ruler CAL-693,naval patrol,None,Draconic,"Chauntea, Mystra, Torm",104596,622107818,257.25,77.4,42.0,5,0,synthetic generator v3,synthetic,0.7,199403506,2,21.5,10.51299,-52.62398
Calimshan Settlement 0185,Calimshan,Memnon,540,4912248,351139,"{""humans"": 431, ""elves"": 12, ""dwarves"": 39, ""halflings"": 35, ""half-orcs"": 20, ""misc."": 3}",144,war,"[""Dictatorship""]","{""poor"": 0.4694, ""middle"": 0.2619, ""wealthy"": 0.0637, ""aristocrat"": 0.205}",19,"[[""weapons""]]","[[""magic items"", ""mercenaries"", ""ore"", ""parchment""]]",Ruler CAL-832,mercenary heavy,None,"Common, Elvish",Lathander,104596,622107818,363.13,83.1,33.1,0,14,synthetic generator v3,derived,0.71,6560607,-3,27.8,0.27199,-50.3874
Amn Settlement 0186,Amn,Athkatla,1796,14239461,679864,"{""humans"": 1296, ""elves"": 166, ""dwarves"": 110, ""halflings"": 140, ""half-orcs"": 81, ""misc."": 3}",125,arcane mishap,"[""Confederacy""]","{""poor"": 0.4906, ""middle"": 0.3179, ""wealthy"": 0.021, ""aristocrat"": 0.1705}",11,"[[""armor"", ""gems"", ""timber""]]","[[""silk""]]",Ruler AMN-464,professional guard,None,"Elvish, Orc","Chauntea, Mystra",135123,611983508,316.14,63.2,83.8,10,0,synthetic generator v3,synthetic,0.52,15622609,2,43.8,13.82224,-10.66216
Cormyr Settlement 0187,Cormyr,Suzail,1836,15583881,313235,"{""humans"": 1372, ""elves"": 153, ""dwarves"": 149, ""halflings"": 76, ""half-orcs"": 84, ""misc."": 2}",94,crime,"[""Dictatorship""]","{""poor"": 0.5191, ""middle"": 0.2432, ""wealthy"": 0.0343, ""aristocrat"": 0.2034}",5,"[[""horses"", ""weapons""]]","[[""magic items"", ""spices""]]",Ruler COR-63,naval patrol,local academy,"Dwarvish, Orc","Lathander, Tempus",128212,529868877,251.05,55.7,68.8,8,0,synthetic generator v3,derived,0.69,12305302,0,32.0,39.67187,27.42087
Tethyr Settlement 0188,Tethyr,Darromar,1975,3541947,7946,"{""humans"": 1655, ""elves"": 109, ""dwarves"": 70, ""halflings"": 98, ""half-orcs"": 40, ""misc."": 3}",145,arcane mishap,"[""Magocracy""]","{""poor"": 0.635, ""middle"": 0.3408, ""wealthy"": 0.0194, ""aristocrat"": 0.0048}",7,"[[""gems"", ""grain""]]","[[""glass"", ""mercenaries""]]",Ruler TET-523,small militia,arcanum,"Draconic, Orc","Lathander, Selune",94697,355319062,384.99,71.1,71.3,1,0,synthetic generator v3,derived,0.71,3565639,0,9.1,3.09655,-16.00583
Baldurs Gate Settlement 0189,Baldurs Gate,Baldur's Gate,2074,13165913,656111,"{""humans"": 1652, ""elves"": 62, ""dwarves"": 129, ""halflings"": 174, ""half-orcs"": 54, ""misc."": 3}",151,disease,"[""Merchant Council""]","{""poor"": 0.516, ""middle"": 0.2874, ""wealthy"": 0.0734, ""aristocrat"": 0.1232}",13,"[[""armor"", ""cloth"", ""fish""]]","[[""parchment"", ""spices""]]",Ruler BAL-750,naval patrol,guilds,"Draconic, Elvish, Halfling","Chauntea, Lathander",88949,460120908,377.11,63.7,35.6,10,0,synthetic generator v3,synthetic,0.63,17244959,1,45.4,25.20201,-25.37904
Calimshan Settlement 0190,Calimshan,Memnon,2320,5967948,28570,"{""humans"": 1693, ""elves"": 135, ""dwarves"": 171, ""halflings"": 198, ""half-orcs"": 121, ""misc."": 2}",107,monster attack,"[""Magocracy""]","{""poor"": 0.5687, ""middle"": 0.3349, ""wealthy"": 0.0918, ""aristocrat"": 0.0046}",4,"[[""gems"", ""grain"", ""horses"", ""weapons""]]","[[""glass"", ""spices""]]",Ruler CAL-183,professional guard,None,"Draconic, Dwarvish",Torm,104596,622107818,315.91,78.7,26.4,8,0,synthetic generator v3,derived,0.75,4891810,2,31.2,20.1151,-42.91126
Amn Settlement 0191,Amn,Athkatla,1069,2885514,34234,"{""humans"": 859, ""elves"": 44, ""dwarves"": 91, ""halflings"": 31, ""half-orcs"": 41, ""misc."": 3}",64,monster attack,"[""Theocracy""]","{""poor"": 0.5645, ""middle"": 0.3368, ""wealthy"": 0.0939, ""aristocrat"": 0.0048}",6,"[[""salt"", ""wine""]]","[[""glass"", ""jewelry"", ""magic items"", ""silk"", ""spices""]]",Ruler AMN-702,naval patrol,arcanum,"Common, Dwarvish, Halfling",Chauntea,135123,611983508,213.73,68.1,88.3,2,0,synthetic generator v3,synthetic,0.49,2413016,-3,11.8,22.0055,-10.71537
Waterdeep Settlement 0192,Waterdeep,Waterdeep,197,408591,12651,"{""humans"": 154, ""elves"": 7, ""dwarves"": 18, ""halflings"": 5, ""half-orcs"": 10, ""misc."": 3}",27,arcane mishap,"[""Satrapy""]","{""poor"": 0.646, ""middle"": 0.3239, ""wealthy"": 0.0254, ""aristocrat"": 0.0047}",0,"[[""timber""]]","[[""coal"", ""mercenaries""]]",Ruler WAT-959,small militia,None,"Dwarvish, Elvish, Halfling","Lathander, Tempus, Torm",111501,517924535,236.6,53.7,46.9,9,0,synthetic generator v3,synthetic,0.58,402320,-1,31.5,36.99722,-23.84671
Baldurs Gate Settlement 0193,Baldurs Gate,Baldur's Gate,838,5878914,38688,"{""humans"": 629, ""elves"": 55, ""dwarves"": 77, ""halflings"": 56, ""half-orcs"": 18, ""misc."": 3}",171,old age,"[""Patriarchy""]","{""poor"": 0.4713, ""middle"": 0.3441, ""wealthy"": 0.0361, ""aristocrat"": 0.1485}",2,"[[""armor"", ""horses""]]","[[""jewelry"", ""mercenaries"", ""silk"", ""spices""]]",Ruler BAL-707,naval patrol,guilds,"Dwarvish, Elvish, Orc","Chauntea, Torm, Tyr",88949,460120908,247.76,63.4,37.3,9,0,synthetic generator v3,synthetic,0.45,4877714,-2,33.1,30.85866,-35.76089
Calimshan Settlement 0194,Calimshan,Memnon,2885,28200923,2095152,"{""humans"": 2251, ""elves"": 104, ""dwarves"": 279, ""halflings"": 139, ""half-orcs"": 110, ""misc."": 2}",171,old age,"[""Monarchy""]","{""poor"": 0.5007, ""middle"": 0.2319, ""wealthy"": 0.0327, ""aristocrat"": 0.2347}",2,"[[""books"", ""cloth"", ""gems"", ""salt""]]","[[""magic items"", ""mercenaries"", ""ore"", ""parchment"", ""silk""]]",Ruler CAL-298,professional guard,guilds,"Common, Elvish","Selune, Torm",104596,622107818,184.81,82.6,30.3,8,0,synthetic generator v3,derived,0.74,35553446,-1,29.6,4.33157,-58.10277
Waterdeep Settlement 0195,Waterdeep,Waterdeep,1038,3511746,16840,"{""humans"": 840, ""elves"": 72, ""dwarves"": 78, ""halflings"": 26, ""half-orcs"": 20, ""misc."": 2}",25,war,"[""Dictatorship""]","{""poor"": 0.6483, ""middle"": 0.2853, ""wealthy"": 0.023, ""aristocrat"": 0.0434}",7,"[[""grain"", ""weapons"", ""wine""]]","[[""coal"", ""glass"", ""magic items"", ""ore"", ""spices""]]",Ruler WAT-11,mercenary heavy,local academy,Common,Tempus,111501,517924535,148.6,47.2,33.3,2,0,synthetic generator v3,synthetic,0.7,4139609,-2,12.6,31.40231,-5.30054
Waterdeep Settlement 0196,Waterdeep,Waterdeep,2019,9188750,312720,"{""humans"": 1705, ""elves"": 62, ""dwarves"": 164, ""halflings"": 56, ""half-orcs"": 29, ""misc."": 3}",37,monster attack,"[""Magocracy""]","{""poor"": 0.6651, ""middle"": 0.2136, ""wealthy"": 0.0479, ""aristocrat"": 0.0734}",15,"[[""timber""]]","[[""coal"", ""silk"", ""spices""]]",Ruler WAT-899,small militia,guilds,"Common, Dwarvish, Orc",Lathander,111501,517924535,280.44,51.0,63.8,4,0,synthetic generator v3,synthetic,0.61,7573294,-2,26.0,36.21076,-41.83626
Waterdeep Settlement 0197,Waterdeep,Waterdeep,181,861941,26572,"{""humans"": 127, ""elves"": 20, ""dwarves"": 13, ""halflings"": 10, ""half-orcs"": 8, ""misc."": 3}",121,crime,"[""Patriarchy""]","{""poor"": 0.613, ""middle"": 0.2702, ""wealthy"": 0.0393, ""aristocrat"": 0.0775}",8,"[[""armor"", ""cloth"", ""fish"", ""horses"", ""wine""]]","[[""ore"", ""spices""]]",Ruler WAT-83,small militia,guilds,"Elvish, Halfling","Tempus, Torm",111501,517924535,166.41,53.3,56.7,9,0,synthetic generator v3,synthetic,0.4,834129,3,37.9,48.1966,-20.37979
Amn Settlement 0198,Amn,Athkatla,490,1280514,36803,"{""humans"": 391, ""elves"": 38, ""dwarves"": 22, ""halflings"": 17, ""half-orcs"": 19, ""misc."": 3}",24,arcane mishap,"[""Confederacy""]","{""poor"": 0.5366, ""middle"": 0.3873, ""wealthy"": 0.0712, ""aristocrat"": 0.0049}",5,"[[""cloth"", ""gems"", ""horses"", ""salt"", ""weapons""]]","[[""glass"", ""mercenaries"", ""parchment"", ""silk"", ""spices""]]",Ruler AMN-105,small militia,arcanum,Orc,"Lathander, Selune, Tempus",135123,611983508,392.47,71.2,65.1,0,0,synthetic generator v3,derived,0.86,1668141,0,4.0,9.39946,-23.36825
Cormyr Settlement 0199,Cormyr,Suzail,628,1391424,82627,"{""humans"": 457, ""elves"": 35, ""dwarves"": 59, ""halflings"": 45, ""half-orcs"": 29, ""misc."": 3}",174,crime,"[""Monarchy""]","{""poor"": 0.6623, ""middle"": 0.2532, ""wealthy"": 0.0796, ""aristocrat"": 0.0049}",5,"[[""grain"", ""timber""]]","[[""glass""]]",Ruler COR-696,small militia,local academy,"Common, Draconic, Elvish","Torm, Tyr",128212,529868877,281.64,53.7,44.3,4,0,synthetic generator v3,derived,0.71,1566796,1,18.0,20.63858,16.10829
Amn Settlement 0200,Amn,Athkatla,932,10097533,496460,"{""humans"": 690, ""elves"": 50, ""dwarves"": 74, ""halflings"": 68, ""half-orcs"": 48, ""misc."": 2}",38,old age,"[""Patriarchy""]","{""poor"": 0.4779, ""middle"": 0.2236, ""wealthy"": 0.0478, ""aristocrat"": 0.2507}",0,"[[""books"", ""weapons""]]","[[""coal"", ""parchment""]]",Ruler AMN-112,naval patrol,guilds,"Elvish, Halfling, Orc","Lathander, Mystra, Torm",135123,611983508,483.87,68.2,75.5,1,0,synthetic generator v3,derived,0.72,11777970,0,3.5,15.84124,-24.48273
Waterdeep Settlement 0201,Waterdeep,Waterdeep,986,9135429,169752,"{""humans"": 701, ""elves"": 123, ""dwarves"": 78, ""halflings"": 63, ""half-orcs"": 18, ""misc."": 3}",43,arcane mishap,"[""Monarchy""]","{""poor"": 0.5323, ""middle"": 0.2083, ""wealthy"": 0.0616, ""aristocrat"": 0.1978}",9,"[[""fish"", ""grain"", ""timber"", ""weapons"", ""wine""]]","[[""coal"", ""glass"", ""jewelry"", ""magic items"", ""spices""]]",Ruler WAT-948,mercenary heavy,local academy,"Draconic, Dwarvish, Orc","Lathander, Tempus, Tyr",111501,517924535,306.45,50.6,46.7,2,0,synthetic generator v3,derived,0.76,7957637,0,14.2,38.01927,-17.21437
Cormyr Settlement 0202,Cormyr,Suzail,414,871295,47783,"{""humans"": 303, ""elves"": 15, ""dwarves"": 39, ""halflings"": 39, ""half-orcs"": 15, ""misc."": 3}",127,arcane mishap,"[""Confederacy""]","{""poor"": 0.5873, ""middle"": 0.3721, ""wealthy"": 0.0356, ""aristocrat"": 0.005}",0,"[[""armor"", ""grain"", ""weapons"", ""wine""]]","[[""coal"", ""glass"", ""mercenaries"", ""silk"", ""spices""]]",Ruler COR-269,mercenary heavy,guilds,Draconic,Mystra,128212,529868877,127.83,67.8,75.1,2,0,synthetic generator v3,synthetic,0.6,1051003,-1,7.0,30.71321,16.16804
Calimshan Settlement 0203,Calimshan,Memnon,1979,8269369,654505,"{""humans"": 1443, ""elves"": 231, ""dwarves"": 102, ""halflings"": 108, ""half-orcs"": 93, ""misc."": 2}",52,crime,"[""Monarchy""]","{""poor"": 0.6834, ""middle"": 0.2031, ""wealthy"": 0.0401, ""aristocrat"": 0.0734}",0,"[[""cloth"", ""fish"", ""gems"", ""timber"", ""weapons""]]","[[""coal"", ""glass"", ""magic items"", ""parchment"", ""spices""]]",Ruler CAL-858,professional guard,guilds,"Draconic, Orc","Lathander, Mystra, Tyr",104596,622107818,499.3,74.3,39.6,0,0,synthetic generator v3,derived,0.79,10675242,0,0.0,7.47832,-34.25737
Neverwinter Settlement 0204,Neverwinter,Neverwinter,2948,28016841,1413174,"{""humans"": 2324, ""elves"": 226, ""dwarves"": 252, ""halflings"": 96, ""half-orcs"": 47, ""misc."": 3}",138,crime,"[""Monarchy""]","{""poor"": 0.4967, ""middle"": 0.2384, ""wealthy"": 0.0225, ""aristocrat"": 0.2424}",9,"[[""fish"", ""gems"", ""salt""]]","[[""coal"", ""glass"", ""magic items"", ""silk"", ""spices""]]",Ruler NEV-369,mercenary heavy,None,"Draconic, Elvish, Orc",Tyr,41958,200003469,380.79,48.9,30.7,0,0,synthetic generator v3,synthetic,0.61,34030330,-2,7.2,42.09526,-47.49341
Baldurs Gate Settlement 0205,Baldurs Gate,Baldur's Gate,1550,3434770,223734,"{""humans"": 1179, ""elves"": 93, ""dwarves"": 143, ""halflings"": 72, ""half-orcs"": 61, ""misc."": 2}",87,crime,"[""Magocracy""]","{""poor"": 0.5699, ""middle"": 0.3849, ""wealthy"": 0.0402, ""aristocrat"": 0.005}",0,"[[""fish"", ""gems"", ""salt""]]","[[""coal"", ""glass""]]",Ruler BAL-714,naval patrol,local academy,"Common, Draconic, Orc","Lathander, Selune",88949,460120908,134.49,52.0,38.6,7,0,synthetic generator v3,synthetic,0.36,4027902,1,24.5,21.06275,-3.886
Baldurs Gate Settlement 0206,Baldurs Gate,Baldur's Gate,1989,14437600,642952,"{""humans"": 1404, ""elves"": 156, ""dwarves"": 179, ""halflings"": 148, ""half-orcs"": 100, ""misc."": 2}",107,arcane mishap,"[""Monarchy""]","{""poor"": 0.499, ""middle"": 0.3128, ""wealthy"": 0.0285, ""aristocrat"": 0.1597}",0,"[[""grain""]]","[[""glass"", ""magic items"", ""ore"", ""silk""]]",Ruler BAL-534,professional guard,local academy,"Draconic, Halfling, Orc",Selune,88949,460120908,161.0,60.8,70.9,7,0,synthetic generator v3,derived,0.74,13031752,-3,24.5,38.23751,-19.81049
Tethyr Settlement 0207,Tethyr,Darromar,370,787922,16266,"{""humans"": 274, ""elves"": 19, ""dwarves"": 18, ""halflings"": 35, ""half-orcs"": 21, ""misc."": 3}",155,famine,"[""Democracy""]","{""poor"": 0.5888, ""middle"": 0.3499, ""wealthy"": 0.0563, ""aristocrat"": 0.005}",0,"[[""cloth"", ""wine""]]","[[""magic items""]]",Ruler TET-165,mercenary heavy,arcanum,"Draconic, Orc","Mystra, Selune, Tempus",94697,355319062,494.41,72.2,79.6,9,0,synthetic generator v3,derived,0.6,1044612,1,31.5,4.1469,-40.04629
Amn Settlement 0208,Amn,Athkatla,1874,4224763,204787,"{""humans"": 1475, ""elves"": 60, ""dwarves"": 103, ""halflings"": 185, ""half-orcs"": 49, ""misc."": 2}",73,disease,"[""Patriarchy""]","{""poor"": 0.6033, ""middle"": 0.3487, ""wealthy"": 0.0431, ""aristocrat"": 0.0049}",2,"[[""armor"", ""fish""]]","[[""coal"", ""ore"", ""parchment""]]",Ruler AMN-906,small militia,None,"Common, Draconic","Chauntea, Mystra, Tempus",135123,611983508,261.79,72.3,56.7,8,0,synthetic generator v3,synthetic,0.49,3345658,-1,29.6,21.6812,-23.93176
Neverwinter Settlement 0209,Neverwinter,Neverwinter,751,3811202,116015,"{""humans"": 590, ""elves"": 19, ""dwarves"": 36, ""halflings"": 63, ""half-orcs"": 41, ""misc."": 2}",168,old age,"[""Confederacy""]","{""poor"": 0.5078, ""middle"": 0.3172, ""wealthy"": 0.0893, ""aristocrat"": 0.0857}",0,"[[""books"", ""fish"", ""weapons""]]","[[""coal""]]",Ruler NEV-525,small militia,local academy,Draconic,"Chauntea, Torm",41958,200003469,168.44,53.2,49.1,8,0,synthetic generator v3,synthetic,0.62,3486248,2,28.0,47.36766,-29.09296
Waterdeep Settlement 0210,Waterdeep,Waterdeep,1374,6796724,44941,"{""humans"": 1123, ""elves"": 77, ""dwarves"": 75, ""halflings"": 32, ""half-orcs"": 65, ""misc."": 2}",60,crime,"[""Confederacy""]","{""poor"": 0.6595, ""middle"": 0.2296, ""wealthy"": 0.0208, ""aristocrat"": 0.0901}",2,"[[""books""]]","[[""mercenaries"", ""ore""]]",Ruler WAT-632,naval patrol,None,"Dwarvish, Elvish","Mystra, Torm, Tyr",111501,517924535,269.17,54.3,33.2,1,0,synthetic generator v3,derived,0.73,5510367,-1,5.1,39.28387,-28.37587
Tethyr Settlement 0211,Tethyr,Darromar,1762,5308266,187450,"{""humans"": 1280, ""elves"": 163, ""dwarves"": 111, ""halflings"": 119, ""half-orcs"": 88, ""misc."": 1}",93,arcane mishap,"[""Magocracy""]","{""poor"": 0.6687, ""middle"": 0.2593, ""wealthy"": 0.0252, ""aristocrat"": 0.0468}",0,"[[""cloth"", ""grain"", ""horses""]]","[[""magic items""]]",Ruler TET-827,mercenary heavy,guilds,"Common, Halfling, Orc","Chauntea, Torm",94697,355319062,15.88,66.6,65.8,5,0,synthetic generator v3,synthetic,0.53,7053604,2,17.5,14.92431,-29.76251
Sembia Settlement 0212,Sembia,Selgaunt,1250,3063517,245195,"{""humans"": 880, ""elves"": 136, ""dwarves"": 105, ""halflings"": 73, ""half-orcs"": 53, ""misc."": 3}",123,old age,"[""Magocracy""]","{""poor"": 0.6846, ""middle"": 0.2489, ""wealthy"": 0.0425, ""aristocrat"": 0.024}",0,"[[""gems"", ""grain"", ""horses"", ""timber""]]","[[""coal"", ""glass"", ""jewelry"", ""magic items""]]",Ruler SEM-309,naval patrol,None,"Dwarvish, Elvish","Chauntea, Mystra",115850,569433233,408.27,56.6,38.8,10,0,synthetic generator v3,derived,0.79,3670182,0,35.0,33.30527,41.37065
Amn Settlement 0213,Amn,Athkatla,305,3058498,145831,"{""humans"": 246, ""elves"": 15, ""dwarves"": 24, ""halflings"": 10, ""half-orcs"": 7, ""misc."": 3}",89,disease,"[""Satrapy""]","{""poor"": 0.4823, ""middle"": 0.2098, ""wealthy"": 0.0896, ""aristocrat"": 0.2183}",0,"[[""cloth"", ""salt"", ""timber"", ""wine""]]","[[""coal"", ""ore"", ""parchment""]]",Ruler AMN-170,professional guard,arcanum,Elvish,Mystra,135123,611983508,168.23,61.3,78.4,5,0,synthetic generator v3,derived,0.72,3151927,1,17.5,12.82632,-21.54891
Neverwinter Settlement 0214,Neverwinter,Neverwinter,490,1245996,16385,"{""humans"": 377, ""elves"": 38, ""dwarves"": 16, ""halflings"": 32, ""half-orcs"": 25, ""misc."": 2}",155,famine,"[""Magocracy""]","{""poor"": 0.5723, ""middle"": 0.3489, ""wealthy"": 0.0656, ""aristocrat"": 0.0132}",1,"[[""grain"", ""horses"", ""salt"", ""timber"", ""weapons""]]","[[""mercenaries""]]",Ruler NEV-627,professional guard,None,Draconic,"Tempus, Torm",41958,200003469,246.53,45.4,39.4,7,0,synthetic generator v3,derived,0.62,1238747,4,25.3,36.11401,-52.26509
Waterdeep Settlement 0215,Waterdeep,Waterdeep,1130,2931044,89449,"{""humans"": 847, ""elves"": 44, ""dwarves"": 88, ""halflings"": 98, ""half-orcs"": 51, ""misc."": 2}",171,disease,"[""Theocracy""]","{""poor"": 0.5944, ""middle"": 0.3354, ""wealthy"": 0.0617, ""aristocrat"": 0.0085}",11,"[[""armor"", ""salt"", ""timber"", ""wine""]]","[[""magic items"", ""mercenaries"", ""parchment"", ""spices""]]",Ruler WAT-142,professional guard,arcanum,Common,"Mystra, Selune",111501,517924535,261.79,46.8,46.6,4,0,synthetic generator v3,synthetic,0.45,3456781,0,22.8,36.0675,-22.94663
