settlement,region_kingdom,capital,settlement_population,settlement_economy,rumored_treasure_value,demographic_breakdown,average_age,most_likely_cause_of_death,government_type,class_density,tax_rate,exports,imports,ruler,military,magic_academy,languages,religions,region_population,region_economy,area,average_temperature,annual_rainfall,magical_climate,dragon_sightings,sources,canon_status,source_confidence,hidden_economy,trade_balance,risk_index,geo_lat,geo_lon
Calimshan Settlement 0047,Calimshan,Memnon,466,2660819,6169,"{'humans': 370, 'elves': 37, 'dwarves': 37, 'halflings': 19, 'half-orcs': 11, 'misc.': 0}",116,crime,['Magocracy'],"{'poor': 0.4587, 'middle': 0.3519, 'wealthy': 0.079, 'aristocrat': 0.1104}",0,"[['armor', 'horses', 'wine']]","[['jewelry', 'magic items', 'mercenaries', 'ore', 'parchment']]",Ruler CAL-945,mercenary heavy,local academy,Elvish,"Selune, Tyr",175132,771448209,448.19,72.9,43.7,10,0,synthetic generator v2,synthetic,0.46,2053008,-2,35.0,29.94861,-98.43955
Waterdeep Settlement 0048,Waterdeep,Waterdeep,8244,25230366,936895,"{'humans': 5982, 'elves': 203, 'dwarves': 674, 'halflings': 782, 'half-orcs': 125, 'misc.': 478}",123,arcane mishap,['Democracy'],"{'poor': 0.6751, 'middle': 0.2037, 'wealthy': 0.0848, 'aristocrat': 0.0365}",9,[['horses']],"[['jewelry', 'magic items', 'spices']]",Ruler WAT-301,professional guard,arcanum,"Draconic, Dwarvish, Halfling","Tempus, Tyr",236326,985356857,199.23,55.8,58.7,1,0,synthetic generator v2,derived,0.38,28228263,-2,10.7,-15.26361,52.91918
Sembia Settlement 0049,Sembia,Selgaunt,630,1906147,11152,"{'humans': 517, 'elves': 18, 'dwarves': 52, 'halflings': 56, 'half-orcs': 26, 'misc.': 0}",132,disease,['Monarchy'],"{'poor': 0.4909, 'middle': 0.3907, 'wealthy': 0.0996, 'aristocrat': 0.0188}",0,"[['armor', 'books', 'grain', 'salt']]","[['glass', 'jewelry', 'silk']]",Ruler SEM-381,professional guard,local academy,"Common, Dwarvish","Mystra, Selune, Torm",158418,730633739,59.35,53.0,36.1,6,0,synthetic generator v2,synthetic,0.57,2633382,1,21.0,17.20211,-109.59496
Calimshan Settlement 0050,Calimshan,Memnon,517,2713502,28119,"{'humans': 347, 'elves': 12, 'dwarves': 27, 'halflings': 47, 'half-orcs': 6, 'misc.': 78}",150,war,['Theocracy'],"{'poor': 0.5206, 'middle': 0.3058, 'wealthy': 0.0728, 'aristocrat': 0.1008}",0,"[['horses', 'timber']]","[['magic items', 'mercenaries', 'ore', 'silk', 'spices']]",Ruler CAL-748,small militia,guilds,Dwarvish,Tempus,175132,771448209,508.34,79.7,16.8,4,0,synthetic generator v2,derived,0.92,2751863,-3,14.0,52.35895,12.01406
Baldurs Gate Settlement 0051,Baldurs Gate,Baldur's Gate,1399,3047265,171047,"{'humans': 998, 'elves': 66, 'dwarves': 50, 'halflings': 89, 'half-orcs': 42, 'misc.': 154}",58,war,['Confederacy'],"{'poor': 0.5887, 'middle': 0.3399, 'wealthy': 0.067, 'aristocrat': 0.0044}",12,[['books']],[['glass']],Ruler BAL-64,mercenary heavy,local academy,"Draconic, Elvish, Orc","Selune, Tempus, Torm",241116,953675704,317.27,50.2,58.0,6,0,synthetic generator v2,derived,0.4,2929432,0,30.6,-35.29993,104.535
Sembia Settlement 0052,Sembia,Selgaunt,1573,4258548,296142,"{'humans': 1223, 'elves': 62, 'dwarves': 81, 'halflings': 142, 'half-orcs': 72, 'misc.': 0}",57,crime,['Confederacy'],"{'poor': 0.5593, 'middle': 0.3302, 'wealthy': 0.0966, 'aristocrat': 0.0138}",0,"[['fish', 'gems', 'grain', 'horses', 'timber']]","[['glass', 'jewelry', 'mercenaries']]",Ruler SEM-303,mercenary heavy,arcanum,"Common, Halfling","Lathander, Mystra, Torm",158418,730633739,421.3,53.7,64.2,4,0,synthetic generator v2,synthetic,0.71,5424522,2,14.0,30.4471,37.30698
Cormyr Settlement 0053,Cormyr,Suzail,1440,8824193,735454,"{'humans': 1160, 'elves': 33, 'dwarves': 77, 'halflings': 119, 'half-orcs': 50, 'misc.': 1}",40,arcane mishap,['Confederacy'],"{'poor': 0.5104, 'middle': 0.3215, 'wealthy': 0.0296, 'aristocrat': 0.1384}",0,"[['cloth', 'fish', 'weapons']]","[['coal', 'magic items', 'mercenaries', 'ore', 'silk']]",Ruler COR-726,mercenary heavy,local academy,"Draconic, Halfling, Orc","Selune, Tempus",142577,750902532,103.9,53.8,74.6,2,0,synthetic generator v2,derived,0.85,11051558,-2,7.0,39.54469,-18.56686
Calimshan Settlement 0054,Calimshan,Memnon,1298,9623974,11303,"{'humans': 1143, 'elves': 97, 'dwarves': 52, 'halflings': 111, 'half-orcs': 28, 'misc.': 0}",103,arcane mishap,['Democracy'],"{'poor': 0.4985, 'middle': 0.2887, 'wealthy': 0.033, 'aristocrat': 0.1798}",0,"[['armor', 'cloth', 'grain']]",[['jewelry']],Ruler CAL-160,small militia,arcanum,Elvish,Mystra,175132,771448209,176.69,78.1,16.4,3,0,synthetic generator v2,derived,0.49,10447930,2,10.5,-2.14249,40.14063
Amn Settlement 0055,Amn,Athkatla,1996,15049742,941585,"{'humans': 1505, 'elves': 97, 'dwarves': 104, 'halflings': 142, 'half-orcs': 101, 'misc.': 47}",58,arcane mishap,['Magocracy'],"{'poor': 0.5464, 'middle': 0.2117, 'wealthy': 0.06, 'aristocrat': 0.1819}",20,"[['books', 'cloth', 'grain', 'timber', 'weapons']]","[['glass', 'jewelry', 'mercenaries', 'silk']]",Ruler AMN-619,naval patrol,None,Orc,"Chauntea, Lathander, Mystra",169970,832884482,222.64,63.7,57.7,7,0,synthetic generator v2,derived,0.66,18337647,1,40.5,10.95208,-68.30852
Sembia Settlement 0056,Sembia,Selgaunt,1346,10218438,614047,"{'humans': 1057, 'elves': 104, 'dwarves': 72, 'halflings': 62, 'half-orcs': 38, 'misc.': 13}",146,disease,['Merchant Council'],"{'poor': 0.5047, 'middle': 0.2581, 'wealthy': 0.0556, 'aristocrat': 0.1815}",13,"[['grain', 'timber']]","[['coal', 'glass', 'magic items', 'mercenaries', 'parchment']]",Ruler SEM-464,naval patrol,arcanum,Elvish,"Chauntea, Mystra, Selune",158418,730633739,214.92,60.7,52.7,6,0,synthetic generator v2,derived,0.83,8386665,-3,31.4,-34.59295,-5.33916
Cormyr Settlement 0057,Cormyr,Suzail,318,606210,34394,"{'humans': 229, 'elves': 11, 'dwarves': 17, 'halflings': 14, 'half-orcs': 12, 'misc.': 35}",124,disease,['Theocracy'],"{'poor': 0.6101, 'middle': 0.3572, 'wealthy': 0.0278, 'aristocrat': 0.005}",2,"[['salt', 'timber']]","[['mercenaries', 'ore']]",Ruler COR-115,professional guard,arcanum,"Elvish, Orc",Tempus,142577,750902532,111.95,63.4,52.1,9,0,synthetic generator v2,derived,0.72,765627,0,33.1,5.48087,115.9678
Calimshan Settlement 0058,Calimshan,Memnon,960,7562508,688022,"{'humans': 750, 'elves': 70, 'dwarves': 28, 'halflings': 77, 'half-orcs': 16, 'misc.': 19}",25,disease,['Democracy'],"{'poor': 0.482, 'middle': 0.2425, 'wealthy': 0.0941, 'aristocrat': 0.1814}",13,"[['armor', 'books', 'gems', 'weapons', 'wine']]",[['parchment']],Ruler CAL-349,professional guard,guilds,"Dwarvish, Halfling, Orc",Selune,175132,771448209,544.85,77.6,39.9,0,0,synthetic generator v2,synthetic,0.44,10451023,4,10.4,45.70933,-78.86509
Tethyr Settlement 0059,Tethyr,Darromar,4768,28641838,865494,"{'humans': 3939, 'elves': 252, 'dwarves': 410, 'halflings': 412, 'half-orcs': 169, 'misc.': 0}",106,disease,['Patriarchy'],"{'poor': 0.5544, 'middle': 0.2445, 'wealthy': 0.0724, 'aristocrat': 0.1287}",0,"[['books', 'cloth', 'fish', 'timber']]","[['glass', 'ore', 'silk']]",Ruler TET-190,professional guard,guilds,"Common, Orc","Chauntea, Tempus, Torm",193641,937694481,369.92,64.1,79.7,8,0,synthetic generator v2,synthetic,0.43,30718674,1,28.0,-10.25197,-37.26693
Waterdeep Settlement 0060,Waterdeep,Waterdeep,563,5059595,157313,"{'humans': 409, 'elves': 33, 'dwarves': 27, 'halflings': 37, 'half-orcs': 6, 'misc.': 51}",105,war,['Theocracy'],"{'poor': 0.4835, 'middle': 0.22, 'wealthy': 0.0737, 'aristocrat': 0.2228}",12,"[['armor', 'cloth', 'fish', 'salt']]","[['glass', 'spices']]",Ruler WAT-199,small militia,guilds,"Common, Dwarvish, Elvish","Chauntea, Tyr",236326,985356857,205.02,50.6,50.0,6,0,synthetic generator v2,derived,0.37,6409319,2,30.6,19.03827,47.93865
Cormyr Settlement 0061,Cormyr,Suzail,726,1461472,90679,"{'humans': 525, 'elves': 57, 'dwarves': 33, 'halflings': 29, 'half-orcs': 15, 'misc.': 67}",148,famine,['Magocracy'],"{'poor': 0.6941, 'middle': 0.2675, 'wealthy': 0.0226, 'aristocrat': 0.0158}",5,"[['cloth', 'fish', 'grain']]","[['glass', 'jewelry', 'magic items', 'parchment']]",Ruler COR-656,professional guard,guilds,"Elvish, Halfling, Orc","Mystra, Selune",142577,750902532,461.74,58.4,58.5,0,0,synthetic generator v2,derived,0.86,1290530,-1,4.0,16.78976,-65.42492
Amn Settlement 0062,Amn,Athkatla,1581,3530541,20893,"{'humans': 1340, 'elves': 151, 'dwarves': 128, 'halflings': 55, 'half-orcs': 59, 'misc.': 0}",131,famine,['Theocracy'],"{'poor': 0.6149, 'middle': 0.2956, 'wealthy': 0.0851, 'aristocrat': 0.0044}",20,"[['books', 'fish', 'gems', 'weapons']]","[['coal', 'mercenaries', 'parchment', 'silk', 'spices']]",Ruler AMN-740,small militia,guilds,"Dwarvish, Halfling",Lathander,169970,832884482,9.88,70.2,88.9,10,0,synthetic generator v2,derived,0.36,2928518,-1,51.0,30.47614,90.2511
Cormyr Settlement 0063,Cormyr,Suzail,1363,7974596,14538,"{'humans': 891, 'elves': 42, 'dwarves': 109, 'halflings': 107, 'half-orcs': 64, 'misc.': 150}",82,monster attack,['Monarchy'],"{'poor': 0.5511, 'middle': 0.2376, 'wealthy': 0.0923, 'aristocrat': 0.1191}",12,[['weapons']],"[['coal', 'mercenaries', 'silk']]",Ruler COR-384,professional guard,arcanum,"Common, Orc","Selune, Tyr",142577,750902532,362.01,53.0,65.9,5,0,synthetic generator v2,derived,0.36,7366572,-2,27.1,23.36101,80.06994
Calimshan Settlement 0064,Calimshan,Memnon,5780,12771279,967443,"{'humans': 4382, 'elves': 303, 'dwarves': 330, 'halflings': 575, 'half-orcs': 341, 'misc.': 0}",69,monster attack,['Democracy'],"{'poor': 0.6305, 'middle': 0.2802, 'wealthy': 0.0844, 'aristocrat': 0.0049}",0,[['cloth']],"[['glass', 'jewelry', 'magic items', 'ore']]",Ruler CAL-63,mercenary heavy,None,"Draconic, Elvish, Halfling",Torm,175132,771448209,371.66,77.4,40.2,7,0,synthetic generator v2,derived,0.75,13439235,-3,24.5,-11.16506,-102.99629
Neverwinter Settlement 0065,Neverwinter,Neverwinter,316,2692289,114006,"{'humans': 223, 'elves': 18, 'dwarves': 13, 'halflings': 30, 'half-orcs': 5, 'misc.': 27}",113,disease,['Monarchy'],"{'poor': 0.4605, 'middle': 0.3019, 'wealthy': 0.0212, 'aristocrat': 0.2164}",19,"[['fish', 'salt', 'weapons', 'wine']]",[['coal']],Ruler NEV-37,naval patrol,guilds,"Elvish, Orc","Chauntea, Tempus",177268,765621383,497.32,41.2,50.7,6,0,synthetic generator v2,derived,0.7,3137245,3,36.2,-28.87093,104.5586
Waterdeep Settlement 0066,Waterdeep,Waterdeep,5203,12750523,1032072,"{'humans': 4348, 'elves': 611, 'dwarves': 342, 'halflings': 314, 'half-orcs': 252, 'misc.': 0}",179,famine,['Monarchy'],"{'poor': 0.5979, 'middle': 0.3029, 'wealthy': 0.0896, 'aristocrat': 0.0095}",0,"[['fish', 'grain', 'weapons']]","[['jewelry', 'magic items', 'mercenaries']]",Ruler WAT-570,small militia,guilds,"Draconic, Halfling, Orc",Torm,236326,985356857,52.27,57.0,62.0,8,0,synthetic generator v2,synthetic,0.46,15708235,0,28.0,-0.9613,76.10283
Calimshan Settlement 0067,Calimshan,Memnon,405,1702367,32186,"{'humans': 276, 'elves': 21, 'dwarves': 16, 'halflings': 24, 'half-orcs': 4, 'misc.': 64}",153,war,['Satrapy'],"{'poor': 0.6448, 'middle': 0.2045, 'wealthy': 0.0765, 'aristocrat': 0.0742}",0,[['fish']],"[['glass', 'mercenaries', 'silk']]",Ruler CAL-380,mercenary heavy,guilds,"Common, Draconic, Orc","Selune, Tempus",175132,771448209,499.49,84.3,17.9,4,0,synthetic generator v2,derived,0.69,2230932,-2,14.0,24.65481,-35.57089
Neverwinter Settlement 0068,Neverwinter,Neverwinter,537,1090944,22892,"{'humans': 395, 'elves': 33, 'dwarves': 42, 'halflings': 31, 'half-orcs': 12, 'misc.': 24}",160,famine,['Democracy'],"{'poor': 0.6809, 'middle': 0.2407, 'wealthy': 0.0735, 'aristocrat': 0.0049}",5,"[['armor', 'timber']]","[['ore', 'silk']]",Ruler NEV-464,small militia,None,"Common, Draconic, Elvish","Chauntea, Selune",177268,765621383,199.12,43.7,37.3,6,0,synthetic generator v2,synthetic,0.8,1153169,0,25.0,-26.64361,-15.62879
Waterdeep Settlement 0069,Waterdeep,Waterdeep,10205,47469542,1214801,"{'humans': 6685, 'elves': 1106, 'dwarves': 1011, 'halflings': 527, 'half-orcs': 552, 'misc.': 324}",114,crime,['Patriarchy'],"{'poor': 0.6561, 'middle': 0.2118, 'wealthy': 0.0331, 'aristocrat': 0.099}",0,"[['armor', 'cloth', 'weapons', 'wine']]","[['magic items', 'mercenaries']]",Ruler WAT-487,naval patrol,None,"Draconic, Elvish, Halfling","Chauntea, Selune",236326,985356857,127.18,54.7,55.1,9,0,synthetic generator v2,derived,0.51,35685743,2,31.5,22.53957,-89.87937
Sembia Settlement 0070,Sembia,Selgaunt,451,854368,52116,"{'humans': 340, 'elves': 23, 'dwarves': 33, 'halflings': 31, 'half-orcs': 14, 'misc.': 10}",109,war,['Patriarchy'],"{'poor': 0.6251, 'middle': 0.3383, 'wealthy': 0.0317, 'aristocrat': 0.0049}",5,"[['cloth', 'weapons', 'wine']]","[['jewelry', 'magic items', 'ore']]",Ruler SEM-312,naval patrol,None,"Dwarvish, Elvish, Orc","Tempus, Torm, Tyr",158418,730633739,211.84,55.2,31.6,9,0,synthetic generator v2,derived,0.86,942832,0,35.5,56.59846,103.22754
Waterdeep Settlement 0071,Waterdeep,Waterdeep,6669,54754070,1987301,"{'humans': 5056, 'elves': 696, 'dwarves': 382, 'halflings': 437, 'half-orcs': 194, 'misc.': 0}",141,old age,['Democracy'],"{'poor': 0.477, 'middle': 0.2576, 'wealthy': 0.0678, 'aristocrat': 0.1976}",18,"[['armor', 'fish', 'grain', 'salt', 'timber']]","[['coal', 'glass', 'jewelry', 'parchment', 'silk']]",Ruler WAT-327,professional guard,arcanum,"Dwarvish, Elvish","Tempus, Torm",236326,985356857,477.5,57.9,55.1,2,0,synthetic generator v2,synthetic,0.72,54767340,0,21.4,-24.87129,-102.37234
Waterdeep Settlement 0072,Waterdeep,Waterdeep,1796,5623222,14056,"{'humans': 1207, 'elves': 156, 'dwarves': 127, 'halflings': 71, 'half-orcs': 71, 'misc.': 164}",165,arcane mishap,['Confederacy'],"{'poor': 0.586, 'middle': 0.32, 'wealthy': 0.0556, 'aristocrat': 0.0384}",17,"[['armor', 'books', 'gems', 'grain', 'salt']]","[['glass', 'mercenaries']]",Ruler WAT-157,naval patrol,guilds,Common,"Mystra, Selune, Torm",236326,985356857,240.25,57.5,49.0,9,0,synthetic generator v2,derived,0.92,7813314,3,45.1,12.59827,-69.16144
Neverwinter Settlement 0073,Neverwinter,Neverwinter,537,1196943,24515,"{'humans': 404, 'elves': 12, 'dwarves': 23, 'halflings': 14, 'half-orcs': 9, 'misc.': 75}",78,famine,['Confederacy'],"{'poor': 0.5927, 'middle': 0.3286, 'wealthy': 0.0737, 'aristocrat': 0.005}",0,"[['books', 'grain', 'timber']]","[['mercenaries', 'ore']]",Ruler NEV-783,naval patrol,None,Common,"Chauntea, Torm",177268,765621383,253.31,42.2,45.7,6,0,synthetic generator v2,synthetic,0.67,1320383,1,21.0,27.77626,-79.78918
Sembia Settlement 0074,Sembia,Selgaunt,5832,18877559,749133,"{'humans': 4323, 'elves': 182, 'dwarves': 499, 'halflings': 258, 'half-orcs': 81, 'misc.': 489}",72,disease,['Theocracy'],"{'poor': 0.6303, 'middle': 0.2602, 'wealthy': 0.0666, 'aristocrat': 0.0429}",9,[['cloth']],"[['magic items', 'mercenaries', 'spices']]",Ruler SEM-55,mercenary heavy,guilds,"Elvish, Halfling","Lathander, Torm, Tyr",158418,730633739,72.65,60.6,44.2,5,0,synthetic generator v2,synthetic,0.87,18028119,-2,24.7,39.47962,64.33343
Waterdeep Settlement 0075,Waterdeep,Waterdeep,283,669919,43654,"{'humans': 185, 'elves': 18, 'dwarves': 14, 'halflings': 13, 'half-orcs': 13, 'misc.': 40}",99,war,['Merchant Council'],"{'poor': 0.5452, 'middle': 0.3702, 'wealthy': 0.0797, 'aristocrat': 0.0049}",0,"[['books', 'cloth', 'fish']]","[['glass', 'silk']]",Ruler WAT-184,mercenary heavy,guilds,"Draconic, Orc","Mystra, Selune, Torm",236326,985356857,187.54,50.4,47.6,10,0,synthetic generator v2,synthetic,0.4,606819,1,35.0,11.15119,-54.30701
Tethyr Settlement 0076,Tethyr,Darromar,1527,3074593,162414,"{'humans': 1334, 'elves': 101, 'dwarves': 98, 'halflings': 126, 'half-orcs': 91, 'misc.': 0}",156,monster attack,['Patriarchy'],"{'poor': 0.6111, 'middle': 0.3379, 'wealthy': 0.046, 'aristocrat': 0.0049}",2,"[['books', 'fish', 'gems']]","[['mercenaries', 'ore']]",Ruler TET-795,mercenary heavy,local academy,"Draconic, Elvish, Halfling","Chauntea, Lathander, Selune",193641,937694481,522.5,71.3,78.7,9,0,synthetic generator v2,derived,0.68,3485544,1,33.1,18.7602,-40.23828
Waterdeep Settlement 0077,Waterdeep,Waterdeep,754,3296850,228913,"{'humans': 622, 'elves': 52, 'dwarves': 35, 'halflings': 69, 'half-orcs': 33, 'misc.': 0}",166,old age,['Confederacy'],"{'poor': 0.631, 'middle': 0.2408, 'wealthy': 0.0424, 'aristocrat': 0.0859}",11,"[['books', 'fish', 'grain', 'timber']]","[['magic items', 'mercenaries', 'ore', 'silk', 'spices']]",Ruler WAT-510,naval patrol,arcanum,"Draconic, Orc","Chauntea, Selune",236326,985356857,137.8,48.2,34.5,5,0,synthetic generator v2,derived,0.66,3587931,-1,26.3,73.08833,-21.45721
Waterdeep Settlement 0078,Waterdeep,Waterdeep,1815,3591475,326897,"{'humans': 1182, 'elves': 149, 'dwarves': 179, 'halflings': 45, 'half-orcs': 30, 'misc.': 230}",96,monster attack,['Dictatorship'],"{'poor': 0.6062, 'middle': 0.3508, 'wealthy': 0.0381, 'aristocrat': 0.005}",0,[['timber']],"[['jewelry', 'mercenaries', 'ore']]",Ruler WAT-146,small militia,None,"Common, Halfling","Lathander, Torm",236326,985356857,412.22,51.1,29.6,4,0,synthetic generator v2,derived,0.78,4176780,-2,14.0,28.9231,-110.84516
Amn Settlement 0079,Amn,Athkatla,2595,21013740,346885,"{'humans': 1969, 'elves': 297, 'dwarves': 221, 'halflings': 184, 'half-orcs': 135, 'misc.': 0}",128,famine,['Monarchy'],"{'poor': 0.454, 'middle': 0.3229, 'wealthy': 0.0213, 'aristocrat': 0.2018}",15,[['armor']],"[['glass', 'magic items', 'parchment']]",Ruler AMN-228,naval patrol,None,Draconic,Chauntea,169970,832884482,15.28,70.9,81.9,6,0,synthetic generator v2,derived,0.73,28217125,-2,33.0,1.00853,-6.88793
Selgaunt,Sembia,Selgaunt,2509,8970938,390521,"{'humans': 1995, 'elves': 82, 'dwarves': 190, 'halflings': 65, 'half-orcs': 70, 'misc.': 107}",41,old age,['Satrapy'],"{'poor': 0.606, 'middle': 0.2668, 'wealthy': 0.0769, 'aristocrat': 0.0503}",0,"[['armor', 'fish', 'gems', 'grain', 'salt']]","[['glass', 'jewelry', 'magic items', 'ore', 'parchment']]",Ruler SEM-446,small militia,guilds,Common,"Torm, Tyr",158418,730633739,196.32,50.1,54.4,1,0,synthetic generator v2,synthetic,0.45,10951140,0,3.5,-37.32583,94.89563
Cormyr Settlement 0081,Cormyr,Suzail,789,1382126,36537,"{'humans': 671, 'elves': 45, 'dwarves': 27, 'halflings': 69, 'half-orcs': 9, 'misc.': 0}",162,old age,['Satrapy'],"{'poor': 0.6568, 'middle': 0.3184, 'wealthy': 0.0199, 'aristocrat': 0.0049}",10,"[['cloth', 'fish', 'gems', 'salt']]",[['spices']],Ruler COR-915,mercenary heavy,None,Elvish,"Tempus, Torm",142577,750902532,276.57,56.0,48.4,6,0,synthetic generator v2,synthetic,0.56,1163599,3,29.0,-19.97908,20.91706
Baldurs Gate Settlement 0082,Baldurs Gate,Baldur's Gate,4994,10431212,152322,"{'humans': 3915, 'elves': 509, 'dwarves': 256, 'halflings': 244, 'half-orcs': 104, 'misc.': 0}",71,monster attack,['Patriarchy'],"{'poor': 0.6247, 'middle': 0.3079, 'wealthy': 0.0624, 'aristocrat': 0.005}",0,"[['fish', 'grain', 'horses', 'weapons']]","[['jewelry', 'magic items', 'mercenaries', 'parchment', 'spices']]",Ruler BAL-357,naval patrol,guilds,"Common, Dwarvish, Elvish","Tempus, Torm",241116,953675704,180.77,56.4,65.5,9,0,synthetic generator v2,derived,0.4,10661277,-1,31.5,-26.4084,62.09665
Tethyr Settlement 0083,Tethyr,Darromar,1653,4102987,3206,"{'humans': 1236, 'elves': 112, 'dwarves': 94, 'halflings': 160, 'half-orcs': 53, 'misc.': 0}",173,crime,['Theocracy'],"{'poor': 0.527, 'middle': 0.3763, 'wealthy': 0.0918, 'aristocrat': 0.0049}",0,[['timber']],"[['glass', 'ore', 'parchment', 'spices']]",Ruler TET-777,mercenary heavy,None,"Draconic, Dwarvish, Orc",Mystra,193641,937694481,247.75,64.3,54.8,3,0,synthetic generator v2,synthetic,0.65,4175588,-3,10.5,20.44118,118.73084
Baldurs Gate Settlement 0084,Baldurs Gate,Baldur's Gate,3138,6209852,355974,"{'humans': 2267, 'elves': 167, 'dwarves': 154, 'halflings': 62, 'half-orcs': 49, 'misc.': 439}",76,crime,['Democracy'],"{'poor': 0.5994, 'middle': 0.3583, 'wealthy': 0.0377, 'aristocrat': 0.0046}",0,"[['books', 'gems']]",[['silk']],Ruler BAL-96,mercenary heavy,arcanum,"Common, Elvish, Halfling","Tempus, Torm, Tyr",241116,953675704,134.74,62.5,64.8,0,0,synthetic generator v2,derived,0.4,8669540,1,0.0,69.98831,-48.98077
Waterdeep Settlement 0085,Waterdeep,Waterdeep,23029,70842270,6039276,"{'humans': 15305, 'elves': 582, 'dwarves': 1956, 'halflings': 1079, 'half-orcs': 1252, 'misc.': 2855}",172,crime,['Dictatorship'],"{'poor': 0.5522, 'middle': 0.3822, 'wealthy': 0.0252, 'aristocrat': 0.0404}",0,[['weapons']],"[['jewelry', 'parchment', 'silk', 'spices']]",Ruler WAT-444,small militia,guilds,"Elvish, Halfling","Selune, Torm, Tyr",236326,985356857,308.48,55.7,29.0,7,0,synthetic generator v2,derived,0.37,88890981,-3,24.5,3.65944,-81.79206
Neverwinter Settlement 0086,Neverwinter,Neverwinter,3012,20412738,794098,"{'humans': 2320, 'elves': 306, 'dwarves': 214, 'halflings': 286, 'half-orcs': 119, 'misc.': 0}",42,war,['Magocracy'],"{'poor': 0.5191, 'middle': 0.2496, 'wealthy': 0.0813, 'aristocrat': 0.15}",0,"[['books', 'gems', 'salt']]","[['jewelry', 'magic items', 'ore', 'parchment', 'silk']]",Ruler NEV-143,naval patrol,guilds,Elvish,"Chauntea, Selune",177268,765621383,521.38,50.8,57.9,4,0,synthetic generator v2,synthetic,0.7,16896265,-2,14.0,-27.134,-59.93921
Sembia Settlement 0087,Sembia,Selgaunt,2881,20092567,1100459,"{'humans': 2496, 'elves': 341, 'dwarves': 159, 'halflings': 128, 'half-orcs': 135, 'misc.': 0}",40,famine,['Democracy'],"{'poor': 0.464, 'middle': 0.3366, 'wealthy': 0.0377, 'aristocrat': 0.1616}",0,"[['armor', 'fish']]","[['mercenaries', 'silk', 'spices']]",Ruler SEM-246,naval patrol,None,Elvish,Chauntea,158418,730633739,387.91,49.1,65.8,6,0,synthetic generator v2,derived,0.78,24369924,-1,21.0,66.30089,23.57742
